volatile_acidity,density,free_sulfur_dioxide,fixed_acidity,pH,quality,alcohol,citric_acid,sulphates,total_sulfur_dioxide,residual_sugar,chlorides,wine_type
0.3,0.99185,34.0,6.5,3.37,7.0,11.0,0.32,0.68,90.0,2.0,0.044,White
0.31,0.99492,34.0,7.5,3.34,6.0,11.4,0.41,0.85,60.0,2.4,0.065,Red
0.17,0.9938,41.0,6.4,3.5,6.0,9.7,0.32,0.5,200.0,2.4,0.048,White
0.6,0.99306,12.0,6.3,3.55,5.0,12.1,0.1,0.51,26.0,1.6,0.048,Red
0.58,0.99494,34.0,7.5,3.1,5.0,9.3,0.2,0.43,44.0,2.0,0.073,Red
0.28,0.99544,51.0,6.8,3.02,6.0,10.4,0.29,0.58,149.0,11.9,0.052,White
0.38,0.99067,33.0,6.5,3.06,7.0,12.3,0.26,0.5,112.0,5.2,0.042,White
0.25,0.99462,21.0,5.9,3.38,6.0,10.5,0.24,0.58,113.0,7.4,0.044,White
0.66,0.9962,4.0,7.7,3.4,5.0,9.4,0.04,0.47,9.0,1.6,0.039,Red
0.32,0.99521,27.0,6.1,3.34,6.0,10.2,0.33,0.52,98.0,10.7,0.036,White
0.32,0.9906,44.0,7.5,3.07,6.0,12.5,0.49,0.46,109.0,1.7,0.031,White
0.13,0.9948,22.0,5.6,3.34,6.0,9.2,0.27,0.45,104.0,4.8,0.028,White
0.24,0.9984,42.0,7.8,3.01,5.0,8.8,0.32,0.54,138.0,12.2,0.054,White
0.24,0.9941,51.0,7.0,3.41,7.0,10.4,0.35,0.59,128.0,1.5,0.052,White
0.29,0.9972,45.0,6.0,3.33,5.0,9.5,0.2,0.42,187.0,12.6,0.045,White
0.17,0.99204,62.0,6.6,3.15,5.0,10.2,0.28,0.42,178.0,1.8,0.042,White
0.42,0.99495,58.0,6.4,3.18,6.0,9.7,0.46,0.46,180.0,8.4,0.05,White
0.14,0.9945,50.0,7.5,3.29,6.0,9.6,0.34,0.8,153.0,1.3,0.055,White
0.22,0.991,26.0,6.8,3.25,6.0,11.4,0.49,0.35,128.0,0.9,0.052,White
0.23,0.993,5.0,6.8,3.23,6.0,11.4,0.4,0.7,133.0,1.6,0.047,White
0.21,0.995,64.0,6.6,3.07,6.0,10.1,0.3,0.5,174.0,9.9,0.041,White
0.18,0.99373,20.0,6.3,3.11,6.0,9.2,0.24,0.52,119.0,3.4,0.053,White
0.25,0.9914,32.0,7.1,3.14,6.0,11.4,0.31,0.51,156.0,2.3,0.05,White
0.28,0.99354,7.0,8.9,3.25,7.0,12.3,0.45,0.55,12.0,1.7,0.067,Red
0.54,0.9949,21.0,6.7,3.27,5.0,9.0,0.28,0.37,105.0,5.4,0.06,White
0.69,1.0002,23.0,8.7,3.48,6.0,11.6,0.31,0.74,81.0,3.0,0.086,Red
0.19,0.99807,45.0,7.3,2.94,8.0,8.8,0.27,0.41,155.0,13.9,0.057,White
0.12,0.99564,41.0,7.0,3.19,8.0,9.8,0.29,0.38,98.0,10.3,0.039,White
0.49,0.9952,18.0,7.3,3.24,4.0,10.7,0.32,0.45,104.0,5.2,0.043,White
0.23,0.9933,24.0,5.8,3.38,6.0,9.4,0.27,0.31,69.0,1.8,0.043,White
0.25,0.9986,55.0,7.2,3.12,7.0,9.0,0.28,0.38,205.0,14.4,0.055,White
0.25,0.99014,32.0,6.2,3.18,6.0,12.0,0.31,0.31,150.0,3.2,0.03,White
0.15,0.9932,17.0,8.5,3.03,6.0,10.3,0.49,0.4,122.0,1.5,0.031,White
0.24,0.98959,30.0,6.2,3.12,6.0,12.8,0.27,0.37,123.0,2.9,0.039,White
0.21,1.0006,62.0,8.3,3.01,6.0,9.3,0.58,0.51,213.0,17.1,0.049,White
0.45,0.998,16.0,7.0,3.55,5.0,9.5,0.34,0.6,72.0,2.7,0.082,Red
0.23,0.99604,45.0,6.6,2.96,6.0,9.7,0.2,0.51,131.0,11.4,0.044,White
0.34,0.9978,41.0,7.7,3.06,5.0,8.6,0.58,0.49,151.0,11.1,0.039,White
0.25,0.9965,57.0,6.4,3.0,5.0,9.1,0.41,0.44,173.0,8.6,0.042,White
0.23,0.9982,19.0,6.9,3.17,5.0,9.6,0.24,0.5,94.0,14.2,0.053,White
0.54,0.9976,7.0,8.7,3.27,6.0,9.3,0.26,0.6,31.0,2.5,0.097,Red
0.5,0.9959,8.0,7.8,3.31,6.0,10.4,0.3,0.56,22.0,1.9,0.075,Red
0.53,0.9957,16.0,7.4,3.15,5.0,9.4,0.26,0.57,72.0,2.0,0.101,Red
0.17,0.99422,23.0,7.6,3.08,6.0,9.5,0.27,0.47,98.0,4.6,0.05,White
0.16,0.99126,28.0,7.0,3.11,7.0,11.2,0.36,0.37,98.0,2.6,0.029,White
0.24,0.99578,50.0,6.8,3.15,6.0,9.5,0.38,0.5,185.0,8.3,0.045,White
0.36,0.99186,40.0,5.3,3.37,6.0,11.6,0.27,0.4,132.0,6.3,0.028,White
0.28,0.99455,32.0,6.7,3.25,7.0,11.0,0.34,0.54,111.0,8.9,0.048,White
0.18,0.98939,42.0,6.7,3.24,7.0,12.8,0.37,0.37,125.0,1.3,0.027,White
0.66,0.99378,3.0,5.6,3.71,7.0,12.8,0.0,0.63,11.0,2.2,0.087,Red
0.24,0.99884,26.0,7.5,3.05,6.0,9.1,0.31,0.53,180.0,13.1,0.05,White
0.24,0.9974,8.0,8.2,3.22,6.0,10.9,0.34,0.94,22.0,5.1,0.062,Red
0.24,0.992,39.0,7.0,3.17,8.0,11.2,0.32,0.42,123.0,1.3,0.037,White
0.17,0.99218,11.0,5.2,3.3,5.0,9.8,0.27,0.41,68.0,0.7,0.03,White
0.265,0.9913,15.0,8.6,2.95,7.0,11.4,0.36,0.36,80.0,1.2,0.034,White
0.3,0.99576,14.0,7.2,3.11,5.0,10.6,0.3,0.61,111.0,8.7,0.022,White
0.24,0.9976,6.0,10.5,3.21,7.0,10.8,0.42,1.05,22.0,1.8,0.077,Red
0.22,1.0003,45.0,8.0,3.21,7.0,8.6,0.42,0.69,163.0,14.6,0.044,White
0.31,0.9964,47.0,7.4,3.26,5.0,9.1,0.26,0.36,206.0,8.6,0.048,White
0.35,0.9972,5.0,10.7,3.15,8.0,11.0,0.53,0.65,16.0,2.6,0.07,Red
0.31,0.98946,34.0,6.4,3.22,6.0,12.7,0.28,0.38,137.0,2.5,0.039,White
0.56,0.9948,6.0,6.1,3.59,6.0,11.5,0.0,0.54,9.0,2.2,0.079,Red
0.22,0.999,1.0,9.1,3.41,6.0,10.3,0.24,0.87,28.0,2.1,0.078,Red
0.27,0.99442,42.0,5.8,3.15,5.0,9.8,0.2,0.48,145.0,7.3,0.04,White
0.4,0.98951,26.0,7.3,2.84,7.0,13.2,0.26,0.54,90.0,5.45,0.016,White
0.28,0.99211,28.0,6.4,3.31,5.0,10.8,0.36,0.45,186.0,1.3,0.053,White
0.2,0.999,53.0,7.6,3.14,8.0,8.9,0.3,0.46,212.5,14.2,0.056,White
0.12,0.99004,15.0,7.1,3.02,7.0,11.9,0.3,0.52,37.0,3.1,0.018,White
0.25,0.99454,58.0,6.2,3.19,5.0,10.4,0.54,0.7,176.0,7.0,0.046,White
0.21,0.9953,31.0,7.0,3.22,6.0,10.5,0.34,0.56,253.0,8.5,0.033,White
0.21,0.9914,40.0,6.6,3.25,8.0,11.1,0.38,0.4,104.0,2.2,0.026,White
0.25,0.9952,61.0,6.7,3.14,5.0,9.5,0.23,0.35,220.0,7.2,0.038,White
0.33,1.0002,54.0,11.8,3.3,7.0,10.7,0.49,0.76,80.0,3.4,0.093,Red
0.23,0.98961,23.0,6.0,3.36,6.0,12.7,0.34,0.37,111.0,1.3,0.025,White
0.16,0.9951,43.0,6.0,3.63,5.0,10.6,0.3,0.46,153.0,6.7,0.043,White
0.32,0.9949,14.0,9.2,3.08,5.0,9.6,0.42,0.48,186.0,1.3,0.046,White
0.39,0.99225,35.0,6.4,3.15,5.0,10.2,0.21,0.46,136.0,1.2,0.041,White
0.12,0.9945,49.0,6.4,3.34,6.0,10.4,0.49,0.44,161.0,6.4,0.042,White
0.23,0.9929,40.0,9.2,2.94,6.0,10.4,0.3,0.3,99.0,1.1,0.031,White
0.2,0.99666,57.0,6.3,3.09,5.0,9.2,0.18,0.54,159.0,10.6,0.045,White
0.25,0.99563,53.0,7.5,3.12,6.0,10.8,0.32,0.46,209.0,8.2,0.024,White
0.17,0.9916,20.0,6.4,3.46,7.0,11.0,0.27,0.42,98.0,1.5,0.037,White
0.28,0.994,23.0,6.0,3.23,6.0,10.3,0.27,0.67,147.0,2.3,0.051,White
0.22,0.993,15.0,6.4,3.13,8.0,10.9,0.32,0.55,83.0,7.2,0.028,White
0.27,0.99612,21.0,6.5,3.43,6.0,9.8,0.26,0.64,133.0,8.2,0.042,White
0.36,0.99036,39.0,7.1,3.08,7.0,12.7,0.37,0.49,114.0,4.8,0.019,White
0.3,0.9919,23.0,7.7,2.93,6.0,11.0,0.32,0.33,124.0,1.6,0.037,White
0.34,0.9966,46.0,8.8,3.08,5.0,10.2,0.33,0.4,172.0,9.7,0.036,White
0.22,0.9998,49.0,7.1,3.37,6.0,9.6,0.32,0.38,158.0,16.9,0.056,White
0.65,0.99803,17.0,8.3,3.29,5.0,9.5,0.1,0.55,40.0,2.9,0.089,Red
0.51,0.99538,13.0,7.5,3.36,6.0,10.5,0.02,0.54,31.0,1.7,0.084,Red
0.33,0.99711,49.0,7.5,2.98,5.0,9.4,0.38,0.57,199.0,8.7,0.126,White
0.17,0.9928,29.0,8.5,3.28,6.0,12.4,0.74,0.4,128.0,3.6,0.05,White
0.26,1.0,44.0,6.5,3.38,6.0,9.5,0.32,0.46,166.0,16.5,0.045,White
0.26,0.9917,13.0,7.1,3.19,5.0,11.4,0.3,0.49,128.0,2.0,0.031,White
0.26,0.994,7.0,5.7,3.39,5.0,10.6,0.25,0.37,57.0,10.4,0.02,White
0.19,0.9939,37.0,7.2,3.34,7.0,10.2,0.31,0.57,135.0,1.4,0.046,White
0.23,0.9963,65.0,7.6,3.11,6.0,9.8,0.29,0.32,146.0,8.6,0.053,White
0.29,0.9973,66.0,6.4,2.89,5.0,9.0,0.28,0.57,169.0,11.1,0.063,White
0.25,0.9967,47.0,6.8,3.05,5.0,9.0,0.27,0.38,154.0,10.7,0.076,White
0.74,0.99402,16.0,5.4,3.67,6.0,11.6,0.09,0.56,26.0,1.7,0.089,Red
0.24,0.9999,45.0,7.3,3.21,5.0,8.6,0.39,0.36,149.0,17.95,0.057,White
0.59,0.99801,31.0,8.4,3.15,5.0,9.1,0.29,0.5,119.0,2.6,0.109,Red
0.34,0.9949,26.0,5.8,3.46,7.0,10.0,0.16,0.45,116.0,7.0,0.037,White
0.33,0.9989,44.0,7.6,3.18,5.0,9.1,0.41,0.64,197.0,13.7,0.045,White
0.29,0.9986,46.0,7.3,3.06,6.0,8.7,0.3,0.41,238.0,13.0,0.043,White
0.61,0.99975,25.0,9.3,3.24,5.0,9.7,0.26,0.62,87.0,3.4,0.09,Red
0.24,0.992,22.0,6.1,3.31,5.0,10.4,0.3,0.54,61.0,1.5,0.045,White
0.815,0.99621,48.0,7.8,3.38,5.0,10.8,0.01,0.62,90.0,2.6,0.074,Red
0.715,0.99371,31.0,7.7,3.41,6.0,11.8,0.01,0.57,43.0,2.1,0.064,Red
0.23,0.9979,49.0,7.2,2.98,7.0,9.0,0.39,0.48,192.0,14.2,0.058,White
0.11,0.99676,44.0,6.7,3.2,6.0,9.8,0.26,0.35,95.0,14.8,0.053,White
0.27,0.99394,61.0,6.7,3.45,6.0,10.6,0.26,0.63,181.0,2.3,0.043,White
0.36,0.9911,40.0,5.8,3.34,6.0,11.3,0.26,0.55,153.0,3.3,0.038,White
0.42,0.99476,18.0,7.0,3.39,5.0,10.9,0.19,0.56,36.0,2.3,0.071,Red
0.17,0.99318,42.0,7.0,3.11,8.0,11.0,0.36,0.5,123.0,6.4,0.055,White
0.2,0.9921,19.0,8.1,3.12,6.0,11.2,0.4,0.54,87.0,2.0,0.037,White
0.26,0.99835,64.0,6.2,3.31,5.0,9.4,0.32,0.61,185.0,15.3,0.031,White
0.19,0.99341,57.0,5.9,3.32,5.0,9.5,0.21,0.44,135.0,1.7,0.045,Red
0.24,0.9928,52.0,7.7,3.23,6.0,10.8,0.27,0.5,190.0,1.8,0.051,White
0.2,1.0004,51.0,8.4,3.34,6.0,8.9,0.38,0.82,170.0,11.8,0.055,White
0.26,0.9924,34.0,6.3,2.99,6.0,9.8,0.49,0.61,134.0,1.5,0.052,White
0.4,0.99186,43.0,6.3,3.24,6.0,11.3,0.24,0.44,131.0,5.1,0.036,White
0.21,0.9913,40.0,6.8,3.07,7.0,10.9,0.31,0.65,121.0,2.9,0.046,White
0.29,0.99048,20.0,7.0,3.21,5.0,11.4,0.33,0.5,117.0,0.9,0.041,White
0.32,0.99171,28.0,6.4,3.27,8.0,12.4,0.25,0.5,138.0,5.0,0.055,White
0.32,0.9944,13.0,7.1,3.42,5.0,10.4,0.4,0.6,84.0,1.5,0.034,White
0.25,0.9986,55.0,7.2,3.12,7.0,9.0,0.28,0.38,205.0,14.4,0.055,White
0.185,0.99438,36.0,5.6,3.26,6.0,9.5,0.19,0.41,110.0,7.1,0.048,White
0.54,0.9991,16.0,9.9,3.39,5.0,9.4,0.45,0.62,40.0,2.3,0.071,Red
0.87,0.99668,31.0,7.8,3.26,5.0,9.2,0.26,0.46,67.0,3.8,0.107,Red
0.12,0.99004,15.0,7.1,3.02,7.0,11.9,0.3,0.52,37.0,3.1,0.018,White
0.69,0.99632,35.0,7.3,3.33,5.0,9.5,0.32,0.51,104.0,2.2,0.069,Red
0.26,0.99566,72.0,8.0,3.12,6.0,10.0,0.28,0.56,202.0,8.2,0.038,White
0.42,0.99184,19.0,5.9,3.25,5.0,10.9,0.36,0.48,77.0,2.4,0.034,White
1.0,0.99586,7.0,7.2,3.43,5.0,10.0,0.0,0.46,16.0,3.0,0.102,Red
0.44,0.99,41.0,6.7,3.29,7.0,12.6,0.31,0.62,104.0,1.9,0.03,White
0.2,0.9935,25.0,6.9,3.31,4.0,10.1,0.34,0.6,136.0,1.9,0.043,White
0.66,0.99378,3.0,5.6,3.71,7.0,12.8,0.0,0.63,11.0,2.2,0.087,Red
0.74,0.99502,15.0,7.4,3.12,5.0,10.0,0.07,0.48,48.0,1.7,0.086,Red
0.34,0.98892,38.0,5.9,3.4,7.0,12.9,0.31,0.41,142.0,2.0,0.03,White
0.39,0.9982,23.0,7.6,3.52,5.0,9.7,0.31,0.65,71.0,2.3,0.082,Red
0.46,0.9976,76.0,7.2,3.16,5.0,8.7,0.65,0.42,192.0,10.4,0.05,White
0.28,0.9921,33.0,6.0,3.19,6.0,10.2,0.34,0.38,104.0,1.6,0.119,White
0.49,0.9952,29.0,7.8,3.21,5.0,10.0,0.49,0.33,149.0,7.0,0.043,White
0.48,0.99586,3.0,8.9,3.21,7.0,12.1,0.53,0.59,10.0,4.0,0.101,Red
0.28,0.9954,48.0,7.9,3.04,6.0,11.0,0.49,0.55,195.0,7.7,0.045,White
0.2,0.99416,16.0,8.4,2.96,6.0,9.5,0.31,0.45,89.0,2.8,0.054,White
0.13,0.9911,48.0,6.5,3.41,8.0,11.5,0.37,0.51,114.0,1.0,0.036,White
0.29,0.9908,4.0,8.4,2.91,4.0,11.4,0.29,0.32,55.0,1.05,0.032,White
0.26,0.99254,34.0,6.5,3.18,5.0,11.1,0.32,0.42,104.0,6.65,0.059,White
0.22,0.9948,42.0,6.4,3.27,6.0,10.1,0.49,0.52,151.0,7.5,0.054,White
0.28,0.99408,31.0,6.0,3.19,7.0,13.0,0.27,0.44,134.0,15.5,0.036,White
0.24,0.99033,23.0,6.4,3.25,5.0,11.8,0.32,0.35,131.0,0.95,0.041,White
0.42,0.9972,5.0,10.6,3.21,6.0,11.3,0.48,0.87,18.0,2.7,0.065,Red
0.28,0.98963,36.0,5.8,3.26,6.0,12.75,0.3,0.58,105.0,3.9,0.026,White
0.59,0.9994,26.0,10.0,3.18,6.0,10.2,0.31,0.63,62.0,2.2,0.09,Red
0.27,0.9959,76.0,6.8,3.24,6.0,9.5,0.35,0.43,197.0,7.8,0.048,White
0.42,0.9911,31.0,8.2,3.0,7.0,12.8,0.29,0.32,100.0,4.1,0.03,White
0.32,1.0017,53.0,7.4,2.96,6.0,8.7,0.55,0.58,238.0,16.6,0.056,White
0.47,0.9976,30.0,8.6,3.3,5.0,9.4,0.3,0.53,135.0,3.0,0.076,Red
0.53,0.993,29.0,7.1,3.16,4.0,9.1,0.24,0.32,86.0,0.8,0.029,White
0.31,1.0008,6.0,14.3,2.86,6.0,8.4,0.74,0.79,15.0,1.8,0.075,Red
0.38,0.99627,44.0,7.4,3.11,5.0,9.2,0.34,0.52,168.0,8.3,0.052,White
0.2,0.99104,17.0,6.7,3.11,6.0,11.0,0.3,0.44,76.0,1.4,0.025,White
0.335,0.992,13.0,5.7,3.27,5.0,10.0,0.34,0.66,174.0,1.0,0.04,White
0.27,0.9955,6.0,6.5,3.25,4.0,8.6,0.19,0.35,114.0,4.2,0.046,White
0.41,0.99824,26.0,6.8,3.38,6.0,10.1,0.31,0.64,45.0,8.8,0.084,Red
0.26,0.99089,20.0,6.9,3.12,6.0,11.5,0.27,0.39,80.0,4.2,0.031,White
0.2,0.9938,34.0,8.3,3.05,5.0,10.1,0.49,0.37,169.0,1.7,0.04,White
0.19,0.994,48.0,8.0,3.18,6.0,9.6,0.3,0.49,140.0,2.0,0.053,White
0.63,0.9953,11.0,6.8,3.47,6.0,10.4,0.07,0.55,44.0,2.1,0.089,Red
0.29,0.9955,65.0,6.9,3.08,6.0,9.0,0.16,0.39,212.0,6.8,0.034,White
0.28,0.9979,34.0,6.1,3.25,4.0,9.0,0.25,0.43,189.0,12.9,0.054,White
0.24,0.98711,40.0,5.8,3.1,7.0,13.9,0.28,0.29,76.0,1.4,0.038,White
0.31,1.00013,27.0,8.7,2.96,5.0,8.7,0.73,0.88,191.0,14.35,0.044,White
0.19,0.9918,32.0,7.2,3.16,5.0,10.5,0.39,0.5,85.0,1.2,0.036,White
0.31,0.994,43.0,5.0,3.3,6.0,9.9,0.0,0.63,166.0,6.4,0.046,White
0.25,0.9917,35.0,7.4,3.13,5.0,11.3,0.49,0.55,156.0,1.1,0.042,White
0.33,0.99425,22.0,6.2,3.15,5.0,9.9,0.19,0.63,143.0,5.6,0.042,White
0.26,0.9924,34.0,6.3,2.99,6.0,9.8,0.49,0.61,134.0,1.5,0.052,White
0.27,1.0024,59.0,6.9,2.98,5.0,8.6,0.49,0.47,235.0,23.5,0.057,White
0.61,0.99787,30.0,8.8,3.22,6.0,10.0,0.19,0.5,69.0,4.0,0.094,Red
0.44,0.9948,41.0,7.7,3.12,7.0,11.3,0.24,0.43,167.0,11.2,0.031,White
0.16,0.9958,38.0,7.0,3.21,5.0,9.2,0.32,0.34,126.0,8.3,0.045,White
0.37,0.99683,5.0,10.1,3.17,7.0,10.6,0.34,0.65,17.0,2.4,0.085,Red
0.26,0.9944,5.0,7.6,3.1,5.0,9.6,0.47,0.45,55.0,1.6,0.068,White
0.27,0.9961,54.0,6.7,3.22,5.0,9.3,0.25,0.43,202.0,8.0,0.053,White
0.25,0.99252,31.0,7.7,3.07,6.0,10.6,0.49,0.57,169.0,2.5,0.047,White
0.56,0.99294,17.0,6.4,3.33,6.0,10.5,0.15,0.6,65.0,1.8,0.078,Red
0.4,0.9984,7.0,10.8,3.08,6.0,9.3,0.41,0.67,17.0,2.2,0.084,Red
0.63,0.99578,27.0,7.6,3.44,6.0,10.9,0.03,0.64,43.0,2.0,0.08,Red
0.48,0.99682,6.0,7.1,3.24,5.0,10.3,0.28,0.53,16.0,2.8,0.068,Red
0.83,0.99534,4.0,6.8,3.38,5.0,9.6,0.09,0.45,25.0,1.8,0.074,Red
0.27,0.9936,30.0,7.2,3.1,6.0,9.2,0.27,0.51,149.0,2.4,0.048,White
0.25,0.9958,54.0,6.6,3.08,5.0,9.2,0.36,0.42,180.0,8.1,0.045,White
0.26,0.99787,37.0,7.0,3.47,7.0,10.3,0.26,0.58,184.0,10.8,0.039,White
0.31,0.9964,47.0,7.4,3.26,5.0,9.1,0.26,0.36,206.0,8.6,0.048,White
0.52,0.9972,8.0,7.5,3.58,6.0,10.5,0.42,0.61,38.0,2.3,0.087,Red
0.26,0.993,26.0,7.7,3.21,5.0,10.8,0.32,0.56,117.0,1.2,0.04,White
0.28,0.9955,44.0,6.1,3.19,6.0,9.1,0.25,0.4,201.0,6.9,0.056,White
0.23,0.99178,18.0,6.2,3.05,5.0,10.6,0.23,0.28,128.0,1.2,0.018,White
0.16,0.99047,34.0,7.0,2.88,6.0,11.2,0.3,0.47,90.0,2.6,0.043,White
0.18,0.9996,4.0,11.5,3.28,6.0,10.1,0.51,0.97,23.0,4.0,0.104,Red
0.33,0.99126,33.0,5.6,3.49,6.0,10.9,0.28,0.58,97.0,1.2,0.031,White
0.3,0.98871,37.0,5.8,2.96,6.0,12.1,0.23,0.34,121.0,1.5,0.034,White
0.28,0.9929,8.0,6.0,3.08,5.0,9.0,0.25,0.55,108.0,1.8,0.042,White
0.23,0.9947,17.0,8.6,3.14,5.0,9.7,0.4,0.53,109.0,4.2,0.035,White
0.54,0.99725,9.0,6.9,3.25,6.0,10.5,0.3,1.18,105.0,2.2,0.088,Red
0.15,0.98878,10.0,5.4,3.04,6.0,12.6,0.32,0.58,51.0,2.5,0.037,White
0.19,0.9986,39.0,7.4,3.1,6.0,9.2,0.31,0.5,193.0,14.5,0.045,White
0.33,0.9917,10.0,5.0,3.48,6.0,10.7,0.16,0.44,97.0,1.5,0.049,White
0.625,0.9972,27.0,8.3,3.16,4.0,9.1,0.2,1.12,119.0,1.5,0.08,Red
0.37,0.98986,35.0,5.9,3.36,7.0,12.0,0.3,0.56,95.0,1.5,0.033,White
0.18,0.9937,6.0,8.3,3.18,5.0,10.1,0.37,0.52,94.0,1.2,0.049,White
0.39,0.99084,22.0,6.7,3.03,5.0,11.5,0.24,0.37,80.0,2.7,0.017,White
0.24,0.9983,25.0,8.8,3.39,5.0,9.2,0.54,0.54,57.0,2.5,0.083,Red
0.24,0.99014,31.0,6.0,3.13,7.0,11.3,0.33,0.5,85.0,2.5,0.026,White
0.28,0.9924,25.0,6.8,3.23,6.0,10.3,0.36,0.66,87.0,1.6,0.04,White
0.31,0.99836,20.0,7.6,3.16,4.0,9.7,0.23,0.5,139.0,12.7,0.054,White
0.52,0.9964,42.0,7.9,3.23,5.0,9.5,0.26,0.54,140.0,1.9,0.079,Red
0.715,0.99533,30.0,7.6,3.48,6.0,11.4,0.0,0.65,35.0,2.1,0.068,Red
0.745,0.99588,15.0,7.0,3.22,6.0,9.5,0.12,0.59,64.0,1.8,0.114,Red
0.66,0.99551,32.0,6.7,3.15,6.0,10.7,0.0,0.5,75.0,13.0,0.033,White
0.44,0.99257,60.0,7.1,3.16,6.0,11.8,0.27,0.36,160.0,8.4,0.057,White
0.22,0.98966,25.0,6.1,3.03,7.0,11.8,0.4,0.3,111.0,1.85,0.031,White
0.22,0.9928,81.0,6.3,3.05,7.0,10.7,0.27,0.76,157.0,4.5,0.036,White
0.31,0.9928,18.0,6.7,3.36,6.0,10.6,0.3,0.63,130.0,2.1,0.038,White
0.21,0.9899,48.0,6.9,3.25,7.0,12.6,0.33,0.41,136.0,1.8,0.034,White
0.38,0.997,30.0,8.6,3.2,5.0,9.4,0.36,0.56,119.0,3.0,0.081,Red
0.41,0.9946,49.0,6.5,3.14,5.0,9.2,0.22,0.62,142.0,4.8,0.052,White
0.32,0.9946,11.5,8.0,3.24,4.0,9.5,0.26,0.37,88.0,1.2,0.05,White
0.64,0.9961,8.0,7.4,3.3,5.0,9.6,0.07,0.58,23.0,1.8,0.1,Red
0.25,0.998,28.0,10.3,3.19,5.0,9.7,0.48,0.59,164.0,2.2,0.042,White
0.61,0.9972,23.0,8.9,3.12,5.0,9.3,0.49,1.02,110.0,2.0,0.27,Red
0.43,1.0004,15.0,13.3,3.06,5.0,9.0,0.58,0.49,40.0,1.9,0.07,Red
0.21,0.99278,29.0,6.4,3.15,6.0,11.0,0.28,0.4,101.0,5.9,0.047,White
0.48,0.9982,26.0,8.8,3.31,6.0,10.5,0.41,0.53,52.0,3.3,0.092,Red
0.75,0.9958,12.0,6.7,3.38,5.0,10.1,0.12,0.52,80.0,2.0,0.086,Red
0.67,0.9958,38.0,8.0,3.26,6.0,10.2,0.3,0.56,62.0,2.0,0.06,Red
0.22,0.99326,41.0,6.9,3.08,6.0,10.8,0.31,0.49,131.0,6.3,0.029,White
0.3,0.99084,4.0,7.7,3.18,6.0,12.1,0.34,0.34,119.0,1.2,0.048,White
0.23,0.99054,43.0,6.5,3.02,6.0,11.3,0.45,0.52,104.0,2.1,0.027,White
0.21,0.9954,37.0,7.0,3.25,6.0,10.4,0.28,0.54,221.0,8.6,0.045,White
0.08,0.9945,18.0,7.2,3.46,6.0,10.2,0.49,0.44,148.0,1.3,0.05,White
0.27,0.9959,62.0,6.6,3.17,6.0,9.4,0.49,0.45,217.0,7.8,0.049,White
0.24,0.9934,33.0,6.6,3.22,6.0,9.5,0.27,0.56,152.0,1.4,0.057,White
0.25,0.99666,19.0,7.4,3.4,7.0,10.9,0.29,0.76,49.0,2.2,0.054,Red
0.14,0.99425,21.0,6.4,3.26,6.0,10.0,0.28,0.36,82.0,7.9,0.057,White
0.29,0.9924,11.0,5.6,3.36,5.0,9.2,0.05,0.35,30.0,0.8,0.038,White
0.12,0.9908,35.0,5.8,3.32,6.0,11.4,0.21,0.33,121.0,1.3,0.056,White
0.25,0.9914,39.0,6.6,3.34,7.0,11.0,0.29,0.58,124.0,1.1,0.068,White
0.37,0.9979,9.0,8.4,3.06,6.0,9.1,0.53,1.06,26.0,1.8,0.413,Red
0.28,0.9934,12.0,7.1,3.15,5.0,9.4,0.26,0.38,86.0,1.9,0.049,White
0.36,0.99212,63.0,5.8,3.1,5.0,9.7,0.5,0.45,178.0,1.0,0.127,White
0.14,0.99373,37.0,6.0,3.05,6.0,9.8,0.17,0.57,127.0,5.6,0.036,White
0.415,0.9932,22.0,5.9,3.36,5.0,9.3,0.02,0.36,63.0,0.8,0.038,White
0.34,0.9937,17.0,7.0,3.01,5.0,9.2,0.1,0.39,63.0,3.5,0.044,White
0.32,0.99134,31.0,6.5,3.2,7.0,12.7,0.45,0.7,97.0,7.7,0.022,White
0.6,0.9988,5.0,8.8,3.36,5.0,9.1,0.29,0.49,15.0,2.2,0.098,Red
0.31,0.9977,58.0,7.3,3.06,5.0,8.6,0.69,0.45,160.0,10.2,0.041,White
0.7,0.99701,8.0,8.8,3.31,6.0,10.0,0.0,0.53,19.0,1.7,0.069,Red
0.59,0.9986,5.0,8.9,3.37,5.0,10.3,0.39,0.58,22.0,2.3,0.095,Red
0.2,0.9921,21.0,8.0,3.08,6.0,10.4,0.36,0.37,78.0,1.2,0.032,White
0.735,0.99538,10.0,7.6,3.51,7.0,11.7,0.02,0.71,14.0,2.5,0.071,Red
0.725,0.99655,9.0,6.6,3.35,6.0,10.8,0.09,0.49,17.0,5.5,0.117,Red
0.36,0.9982,44.0,7.6,3.04,5.0,9.2,0.48,0.48,116.0,13.5,0.038,White
0.27,0.99089,19.0,6.4,3.32,6.0,11.5,0.3,0.65,86.0,1.6,0.04,White
0.23,0.9941,9.0,8.6,2.95,6.0,9.1,0.46,0.49,72.0,1.0,0.054,White
0.14,0.99164,30.0,6.8,3.27,6.0,11.2,0.18,0.54,90.0,1.4,0.047,White
0.17,0.98944,52.0,8.0,3.03,6.0,12.9,0.29,0.33,119.0,2.4,0.029,White
